classification,origin,Distance (m),Easting,Northing,Elevation,intensity,returnNumber,returns,pointSourceID
Ground,Point Cloud,2606.4030317269644,-12332760.558892976,4636569.557113351,1373.2995819489943,0.061524376287479976,1,1,216
Ground,Point Cloud,2607.0532919475954,-12332761.388088085,4636569.481439232,1373.2287380952807,0.07006942854962997,1,1,216
Ground,Point Cloud,2583.075651585412,-12332730.84150643,4636568.835794113,1372.8696885639592,0.08276493476768139,1,1,216
Ground,Point Cloud,2583.448608649458,-12332731.313262094,4636569.244756356,1372.929261804582,0.08520637827115282,1,1,216
Ground,Point Cloud,2578.334310142807,-12332724.79723764,4636569.1787427645,1373.069339424425,0.08520637827115282,1,1,216
Ground,Point Cloud,2579.345396676428,-12332726.085307708,4636569.207724344,1373.037137672737,0.09228656443121996,1,1,216
Ground,Point Cloud,2580.6964618136226,-12332727.808101423,4636569.056376108,1372.937312242504,0.07275501640344854,1,1,216
Ground,Point Cloud,2583.977648494172,-12332731.98949888,4636568.991972608,1372.8696885639592,0.0844739452201114,1,1,216
Ground,Point Cloud,2607.3531985059963,-12332761.771288928,4636569.3558524,1373.1997565187612,0.0708018616006714,1,1,216
Ground,Point Cloud,2607.833981578304,-12332762.381512124,4636569.637617727,1373.138573190554,0.06982528419928283,1,1,216
Ground,Point Cloud,2581.9066222463116,-12332729.35056533,4636568.998412956,1372.9083306659847,0.07348744945448997,1,1,216
Ground,Point Cloud,2583.149377349495,-12332730.931671336,4636569.2817883715,1372.8986701404783,0.08154421301594568,1,1,216
Ground,Point Cloud,2584.9789670822065,-12332733.263078159,4636569.262467319,1372.8584179508684,0.08715953307392996,1,1,216
Unclassified,Point Cloud,2585.2690963222267,-12332733.633398304,4636569.1867932025,1372.8890096149719,0.07934691386282139,1,1,216
Ground,Point Cloud,2584.3382929491345,-12332732.448373841,4636569.069256808,1372.8793490894654,0.08178835736629282,1,1,216
Ground,Point Cloud,2585.7094449560827,-12332734.193708783,4636569.278568197,1372.8696885639592,0.08862439917601282,1,1,216
Ground,Point Cloud,2585.9411803556904,-12332734.489964899,4636569.16264189,1372.8793490894654,0.0810559243152514,1,1,216
Ground,Point Cloud,2587.3115621483084,-12332736.23529984,4636569.256026971,1372.9469727680103,0.08252079041733425,1,1,216
Ground,Point Cloud,2607.972104953278,-12332762.561841931,4636569.125609875,1373.138573190554,0.07617303730830854,1,1,216
Ground,Point Cloud,2608.0445029162292,-12332762.65039675,4636569.561943609,1373.1289126650477,0.06933699549858854,1,1,216
Ground,Point Cloud,2586.471255204742,-12332735.162981508,4636569.446017304,1372.8986701404783,0.0754406042572671,1,1,216
Ground,Point Cloud,2586.3886734213993,-12332735.06154599,4636568.998412956,1372.8793490894654,0.08618295567254139,1,1,216
Unclassified,Point Cloud,2588.5215300255513,-12332737.777763747,4636569.169082243,1373.0596788989183,0.07934691386282139,1,1,216
Ground,Point Cloud,2589.692516994597,-12332739.26870485,4636569.301109421,1373.1369631029697,0.0878919661249714,1,1,216
Ground,Point Cloud,2590.9423429704475,-12332740.862691557,4636569.127219965,1373.29797186141,0.07617303730830854,1,1,216
Ground,Point Cloud,2586.7197612735145,-12332735.48177885,4636569.191623465,1372.929261804582,0.08715953307392996,1,1,216
Ground,Point Cloud,2592.214333757569,-12332742.482439667,4636569.246366444,1373.4493200943436,0.08081177996490425,1,1,216
Ground,Point Cloud,2592.495627050419,-12332742.83987911,4636569.362292752,1373.558806050083,0.07812619211108568,1,1,216
Ground,Point Cloud,2593.863869356919,-12332744.585214052,4636569.133660313,1373.8486218152752,0.06787212939650568,1,1,216
Ground,Point Cloud,2587.5985557211425,-12332736.604009897,4636568.898587527,1372.9791745196985,0.08764782177462424,1,1,216
Ground,Point Cloud,2587.6709536822236,-12332736.692564713,4636569.334921262,1373.0097661838022,0.08276493476768139,1,1,216
Ground,Point Cloud,2588.271268260658,-12332737.457356317,4636569.349412048,1373.0290872348148,0.0844739452201114,1,1,216
Ground,Point Cloud,2588.199041456446,-12332737.368801499,4636568.938839715,1372.9888350452047,0.0810559243152514,1,1,216
Ground,Point Cloud,2588.9012263422082,-12332738.26240011,4636569.070866898,1373.0484082858277,0.07934691386282139,1,1,216
Ground,Point Cloud,2589.1311191417008,-12332738.555436049,4636569.057986197,1373.0886604754378,0.08349736781872281,1,1,216
Ground,Point Cloud,2598.657969863514,-12332750.693886347,4636569.12399979,1374.1191165294545,0.06591897459372854,1,1,216
Ground,Point Cloud,2599.8303902870102,-12332752.18482745,4636569.471778705,1373.8582823407814,0.07446402685587854,1,1,216
Ground,Point Cloud,2589.9909887776557,-12332739.650295606,4636569.149761191,1373.1691648546578,0.08276493476768139,1,1,216
Ground,Point Cloud,2590.6118635504463,-12332740.44084861,4636569.21577478,1373.2287380952807,0.08276493476768139,1,1,216
Ground,Point Cloud,2601.468233729571,-12332754.274721134,4636569.120779612,1373.6876130568348,0.06469825284199283,1,1,216
Ground,Point Cloud,2591.5230387238626,-12332741.60172176,4636569.231875655,1373.3784762406299,0.0742198825055314,1,1,216
Ground,Point Cloud,2591.7520864270737,-12332741.8947577,4636569.091798034,1373.4299990433308,0.0708018616006714,1,1,216
Unclassified,Point Cloud,2591.834582631047,-12332741.996193217,4636569.526521685,1373.4686411453565,0.08007934691386283,1,1,216
Ground,Point Cloud,2604.752609562551,-12332758.45772868,4636569.346191874,1373.4879621963692,0.06836041809719998,1,1,216
Ground,Point Cloud,2605.1708682670796,-12332758.992277756,4636569.15620154,1373.4493200943436,0.0673838406958114,1,1,216
Ground,Point Cloud,2606.320439246203,-12332760.45745746,4636569.107898912,1373.3269534379292,0.06591897459372854,1,1,216
Ground,Point Cloud,2593.0451495638845,-12332743.538657121,4636569.52974186,1373.6489709548093,0.0776379034103914,1,1,216
Ground,Point Cloud,2592.962567782404,-12332743.437221605,4636569.082137507,1373.599058239693,0.06591897459372854,1,1,216
Ground,Point Cloud,2607.751474675053,-12332762.280076604,4636569.201283991,1373.1498438036451,0.07666132600900283,1,1,216
Ground,Point Cloud,2593.314461869566,-12332743.883215865,4636569.363902837,1373.7294753340295,0.07373159380483711,1,1,216
Unclassified,Point Cloud,2594.203461534289,-12332745.018327612,4636569.085357686,1374.0192910992218,0.06616311894407569,1,1,216
Unclassified,Point Cloud,2594.2759450766025,-12332745.10688243,4636569.53457212,1374.1899603831682,0.06494239719233998,1,1,216
Ground,Point Cloud,2594.785515860196,-12332745.757357813,4636569.394494501,1374.268854674804,0.06616311894407569,1,1,216
Unclassified,Point Cloud,2595.0253571386784,-12332746.063274454,4636569.357462489,1374.3896112436341,0.06005951018539712,1,1,216
Ground,Point Cloud,2595.445553399215,-12332746.59943362,4636569.268907671,1374.429863433244,0.058106355382619976,1,1,216
Unclassified,Point Cloud,2595.694048768706,-12332746.918230962,4636569.012903745,1374.4588450097635,0.0554207675288014,1,1,216
Unclassified,Point Cloud,2595.775366935435,-12332747.018056393,4636569.460508094,1374.5989226296062,0.05371175707637141,1,1,216
Ground,Point Cloud,2596.2762742514897,-12332747.657261163,4636569.347801963,1374.5796015785936,0.056153200579842834,1,1,216
Unclassified,Point Cloud,2596.5549453552376,-12332748.01309052,4636569.259247145,1374.6085831551127,0.06128023193713283,1,1,216
Ground,Point Cloud,2597.125597675633,-12332748.740850108,4636569.183573028,1374.5184182503863,0.05737392233157854,1,1,216
Ground,Point Cloud,2597.496950126493,-12332749.21260577,4636569.351022136,1374.5586704399964,0.06836041809719998,1,1,216
Ground,Point Cloud,2597.955730169746,-12332749.798677651,4636569.173912506,1374.3896112436341,0.059571221484702834,1,1,216
Ground,Point Cloud,2598.2066110641754,-12332750.117474992,4636569.276958109,1374.368680105037,0.06518654154268712,1,1,216
Ground,Point Cloud,2598.7380244136366,-12332750.79210169,4636569.571604136,1374.2591941492974,0.06665140764476997,1,1,216
Ground,Point Cloud,2567.5500423652593,-12332711.056750195,4636569.095018211,1373.6296499037967,0.08398565651941711,1,1,216
Unclassified,Point Cloud,2569.3101532082655,-12332713.297992112,4636569.268907671,1373.7584569105486,0.08935683222705425,1,1,216
Ground,Point Cloud,2570.2785789170557,-12332714.534539377,4636568.962991029,1373.4299990433308,0.07910276951247425,1,1,216
Ground,Point Cloud,2571.7109434716585,-12332716.3603787,4636568.876046301,1373.29797186141,0.07837033646143282,1,1,216
Ground,Point Cloud,2567.088660203124,-12332710.467458138,4636569.260857234,1373.7584569105486,0.08349736781872281,1,1,216
Ground,Point Cloud,2567.8480207441717,-12332711.436730865,4636569.059596285,1373.5893977141866,0.09057755397878996,1,1,216
Ground,Point Cloud,2568.479935134783,-12332712.24016457,4636569.265687497,1373.5684665755894,0.08935683222705425,1,1,216
Ground,Point Cloud,2568.4075478692503,-12332712.151609752,4636568.830963845,1373.53948499907,0.0878919661249714,1,1,216
Ground,Point Cloud,2568.737437608328,-12332712.57184261,4636568.843844549,1373.5797371886802,0.09130998702983138,1,1,216
Unclassified,Point Cloud,2569.2278174637504,-12332713.196556594,4636568.858335338,1373.719814808523,0.08667124437323567,1,1,216
Unclassified,Point Cloud,2569.5186300178284,-12332713.565266652,4636569.07569716,1373.6699020934066,0.08496223392080568,1,1,216
Ground,Point Cloud,2569.998473037962,-12332714.177099934,4636569.025784445,1373.4686411453565,0.08154421301594568,1,1,216
Ground,Point Cloud,2570.860804401702,-12332715.27356958,4636569.297889246,1373.3784762406299,0.08398565651941711,1,1,216
Ground,Point Cloud,2570.778297498455,-12332715.17213406,4636568.861555513,1373.359155189617,0.08422980086976425,1,1,216
Ground,Point Cloud,2571.088398578391,-12332715.568215607,4636568.748849381,1373.359155189617,0.10595864805065995,1,1,216
Ground,Point Cloud,2571.160871421427,-12332715.656770423,4636569.196453729,1373.3784762406299,0.09375143053330282,1,1,216
Ground,Point Cloud,2571.7820029323266,-12332716.447323427,4636569.301109421,1373.3285635255136,0.08691538872358281,1,1,216
Ground,Point Cloud,2572.0299848274553,-12332716.76612077,4636568.967821293,1373.3285635255136,0.08398565651941711,1,1,216
Ground,Point Cloud,2572.5114337816813,-12332717.379564138,4636568.969431383,1373.2689902848906,0.08300907911802853,1,1,216
Ground,Point Cloud,2598.9877085196495,-12332751.11250912,4636569.304329598,1374.0595432888317,0.06640726329442283,1,1,216
Ground,Point Cloud,2573.3325792438263,-12332718.422900893,4636569.318820387,1373.278650810397,0.07959105821316853,1,1,216
Ground,Point Cloud,2573.2498156043257,-12332718.321465377,4636568.843844549,1373.238398620787,0.07617303730830854,1,1,216
Ground,Point Cloud,2573.5302638008907,-12332718.67890482,4636568.832573934,1373.2593297593844,0.08520637827115282,1,1,216
Ground,Point Cloud,2573.6025654870464,-12332718.767459637,4636569.254416882,1373.2995819489943,0.08471808957045854,1,1,216
Ground,Point Cloud,2599.528813608129,-12332751.800016519,4636569.536182208,1373.9098051434823,0.07788204776073854,1,1,216
Ground,Point Cloud,2599.456586803917,-12332751.7114617,4636569.125609875,1373.7793880491458,0.0754406042572671,1,1,216
Ground,Point Cloud,2574.451814027376,-12332719.851048581,4636569.0789173385,1373.2496692338777,0.07861448081177996,1,1,216
Ground,Point Cloud,2575.022038449064,-12332720.57880817,4636568.938839715,1373.1884859056706,0.07641718165865569,1,1,216
Ground,Point Cloud,2599.746555584479,-12332752.081781846,4636569.025784445,1373.739135859536,0.0754406042572671,1,1,216
Ground,Point Cloud,2575.291350754753,-12332720.923366914,4636568.773000695,1373.2094170442679,0.0822766460669871,1,1,216
Ground,Point Cloud,2575.8649114491054,-12332721.649516413,4636569.325260736,1373.2287380952807,0.07617303730830854,1,1,216
Ground,Point Cloud,2575.7912605669662,-12332721.559351508,4636568.890537089,1373.1884859056706,0.08154421301594568,1,1,216
Ground,Point Cloud,2600.4179844315877,-12332752.935128264,4636569.283398457,1373.6699020934066,0.0720225833524071,1,1,216
Ground,Point Cloud,2600.7688622655987,-12332753.381122526,4636569.412205466,1373.7487963850422,0.07177843900205996,1,1,216
Unclassified,Point Cloud,2576.032279884548,-12332721.866878238,4636568.840624375,1373.2287380952807,0.08300907911802853,1,1,216
Unclassified,Point Cloud,2576.1147760885215,-12332721.968313754,4636569.2753480235,1373.2593297593844,0.08056763561455711,1,1,216
Ground,Point Cloud,2576.574401229911,-12332722.554385636,4636569.225435306,1373.2094170442679,0.08130006866559854,1,1,216
Ground,Point Cloud,2601.2495410054835,-12332753.994565897,4636569.297889246,1373.6586314803158,0.06030365453574426,1,1,216
Ground,Point Cloud,2577.4041058290313,-12332723.61221318,4636569.151371276,1373.1095916140348,0.07495231555657282,1,1,216
Ground,Point Cloud,2601.5507299354067,-12332754.376156654,4636569.555503261,1373.7294753340295,0.07031357289997711,1,1,216
Ground,Point Cloud,2577.7140250509437,-12332724.008294724,4636569.011293655,1373.1289126650477,0.07910276951247425,1,1,216
Ground,Point Cloud,2601.9188517650473,-12332754.847912315,4636569.236705919,1373.6892231444194,0.07055771725032425,1,1,216
Ground,Point Cloud,2602.220029995675,-12332755.229503073,4636569.492709843,1373.6699020934066,0.07397573815518425,1,1,216
Ground,Point Cloud,2578.6048967643837,-12332725.143406471,4636569.014513833,1373.0596788989183,0.08178835736629282,1,1,216
Ground,Point Cloud,2579.075390361122,-12332725.742359053,4636569.0789173385,1373.0290872348148,0.08960097657740139,1,1,216
Ground,Point Cloud,2602.719160220775,-12332755.867097758,4636569.302719508,1373.639310429303,0.08838025482566568,1,1,216
Ground,Point Cloud,2603.0689362185294,-12332756.313092018,4636569.265687497,1373.61998937829,0.07324330510414283,1,1,216
Ground,Point Cloud,2579.815035800366,-12332726.685870377,4636568.953330505,1372.9888350452047,0.07299916075379569,1,1,216
Ground,Point Cloud,2603.7612675793353,-12332757.192199837,4636569.626347114,1373.53948499907,0.0690928511482414,1,1,216
Ground,Point Cloud,2603.6900476554874,-12332757.105255108,4636569.177132676,1373.599058239693,0.07299916075379569,1,1,216
Ground,Point Cloud,2604.0415245469485,-12332757.55124937,4636569.39610459,1373.5491455245765,0.07568474860761425,1,1,216
Ground,Point Cloud,2580.104993881654,-12332727.05619052,4636568.851894986,1372.9888350452047,0.07617303730830854,1,1,216
Ground,Point Cloud,2580.186312048383,-12332727.156015951,4636569.299499336,1373.0194267093084,0.07837033646143282,1,1,216
Ground,Point Cloud,2604.490612849324,-12332758.12444055,4636569.2817883715,1373.5088933349664,0.07104600595101854,1,1,216
Ground,Point Cloud,2581.0053848544594,-12332728.20257288,4636568.956550678,1372.9389223300882,0.08325322346837567,1,1,216
Ground,Point Cloud,2581.087795479063,-12332728.304008398,4636569.378393627,1372.9791745196985,0.08374151216906996,1,1,216
Ground,Point Cloud,2581.646315725644,-12332729.0172772,4636569.188403291,1372.9099407535691,0.08935683222705425,1,1,216
Ground,Point Cloud,2605.252111551861,-12332759.092103187,4636569.592535275,1373.41872843024,0.07983520256351567,1,1,216
Ground,Point Cloud,2605.4910114572704,-12332759.398019828,4636569.413815554,1373.4090679047335,0.07104600595101854,1,1,216
Unclassified,Point Cloud,1326.7881202558056,-12332212.36432268,4637659.546155796,1368.1843336933507,0.07519645990691996,1,1,216
Ground,Point Cloud,1326.956460794434,-12332212.314409962,4637659.330404061,1368.1988244816105,0.06836041809719998,1,1,216
Ground,Point Cloud,1326.6360667091794,-12332212.401354693,4637659.740976397,1368.1988244816105,0.07739375906004425,1,1,216
Unclassified,Point Cloud,1326.476472065784,-12332212.439996794,4637659.945457517,1368.1988244816105,0.07470817120622568,1,1,216
Ground,Point Cloud,1326.3257482456975,-12332212.48990951,4637660.1386680305,1368.2197556202077,0.07397573815518425,1,1,216
Ground,Point Cloud,1326.1661536013708,-12332212.528551612,4637660.343149153,1368.229416145714,0.06640726329442283,1,1,216
Ground,Point Cloud,1325.9965547253378,-12332212.578464326,4637660.560510975,1368.2487371967268,0.0725108720531014,1,1,216
Ground,Point Cloud,1325.8356928196736,-12332212.615496341,4637660.766602189,1368.2487371967268,0.06762798504615854,1,1,216
Ground,Point Cloud,1325.916511948686,-12332212.667019146,4637660.663556583,1368.2696683353242,0.0742198825055314,1,1,216
Ground,Point Cloud,1326.0660488200374,-12332212.629987128,4637660.471956158,1368.2696683353242,0.07470817120622568,1,1,216
Ground,Point Cloud,1326.2356387726031,-12332212.578464326,4637660.254594338,1368.2583977222334,0.06958113984893569,1,1,216
Ground,Point Cloud,1326.406495985575,-12332212.528551612,4637660.035622424,1368.2583977222334,0.0708018616006714,1,1,216
Ground,Point Cloud,1326.5761662502773,-12332212.491519598,4637659.818260603,1368.2390766712206,0.06958113984893569,1,1,216
Ground,Point Cloud,1326.7570901606232,-12332212.441606883,4637659.586407989,1368.2390766712206,0.07006942854962997,1,1,216
Ground,Point Cloud,1326.9354884731583,-12332212.39008408,4637659.357775551,1368.2487371967268,0.07373159380483711,1,1,216
Ground,Point Cloud,1327.1063456861302,-12332212.340171363,4637659.138803641,1368.2390766712206,0.06958113984893569,1,1,216
Ground,Point Cloud,1327.2760070268996,-12332212.301529262,4637658.921441817,1368.2390766712206,0.07006942854962997,1,1,216
Ground,Point Cloud,1329.109109470155,-12332212.70244107,4637656.578764379,1368.2390766712206,0.08374151216906996,1,1,216
Ground,Point Cloud,1328.9382522571832,-12332212.752353786,4637656.797736291,1368.229416145714,0.08667124437323567,1,1,216
Ground,Point Cloud,1328.7786576119252,-12332212.790995888,4637657.002217415,1368.2390766712206,0.08032349126420997,1,1,216
Ground,Point Cloud,1328.619134357199,-12332212.842518691,4637657.206698537,1368.2390766712206,0.07226672770275426,1,1,216
Ground,Point Cloud,1328.4582724515349,-12332212.879550707,4637657.412789749,1368.2487371967268,0.07129015030136568,1,1,216
Ground,Point Cloud,1328.7388816229068,-12332212.879550707,4637657.053740218,1368.2583977222334,0.07983520256351567,1,1,216
Ground,Point Cloud,1328.9084804989398,-12332212.82963799,4637656.836378394,1368.2487371967268,0.08667124437323567,1,1,216
Ground,Point Cloud,1329.07932878891,-12332212.778115187,4637656.617406482,1368.2583977222334,0.07910276951247425,1,1,216
Ground,Point Cloud,1329.169652428478,-12332212.728202472,4637656.501480176,1368.2583977222334,0.09106584267948424,1,1,217
Ground,Point Cloud,1328.8389150155708,-12332212.765234485,4637656.924933209,1368.2583977222334,0.08300907911802853,1,1,217
Ground,Point Cloud,1328.4981822948903,-12332212.815147202,4637657.361266947,1368.2583977222334,0.08203250171663996,1,1,217
Ground,Point Cloud,1328.1285792095587,-12332212.877940618,4637657.8346326975,1368.2696683353242,0.08618295567254139,1,1,217
Ground,Point Cloud,1323.4544639391825,-12332212.533381876,4637663.812887897,1368.2986499118433,0.07934691386282139,1,1,217
Ground,Point Cloud,1323.824138412252,-12332212.48346916,4637663.339522147,1368.288989386337,0.07959105821316853,1,1,217
Ground,Point Cloud,1324.1849242150784,-12332212.419065656,4637662.87742701,1368.288989386337,0.07617303730830854,1,1,217
Ground,Point Cloud,1324.534465294797,-12332212.36915294,4637662.429822662,1368.2793288608304,0.07837033646143282,1,1,217
Ground,Point Cloud,1324.8751980150118,-12332212.319240225,4637661.9934889255,1368.2696683353242,0.08422980086976425,1,1,217
Ground,Point Cloud,1325.2348057925701,-12332212.26932751,4637661.533003878,1368.2793288608304,0.08276493476768139,1,1,217
Unclassified,Point Cloud,766.9722500690405,-12332921.281055829,4637656.2647973,1377.3795438878678,0.08862439917601282,1,1,217
Ground,Point Cloud,767.423832335553,-12332920.706254559,4637656.325980629,1377.3586127492704,0.07690547035934997,1,1,217
Ground,Point Cloud,767.6442310137718,-12332920.42609932,4637656.390384132,1377.389204413374,0.07910276951247425,1,1,217
Ground,Point Cloud,768.2906302363408,-12332919.598514302,4637656.042605214,1377.408525464387,0.08276493476768139,1,1,217
Ground,Point Cloud,768.5522269219146,-12332919.266836258,4637656.195563536,1377.4391171284906,0.08398565651941711,1,1,217
Ground,Point Cloud,769.0846347132756,-12332918.590599474,4637656.39843457,1377.4697087925942,0.0856946669718471,1,1,217
Ground,Point Cloud,769.3324673236493,-12332918.271802131,4637656.129549943,1377.5099609822041,0.08496223392080568,1,1,217
Ground,Point Cloud,769.7737950073279,-12332917.711491654,4637656.319540278,1377.5389425587234,0.0742198825055314,1,1,217
Ground,Point Cloud,769.9826839394736,-12332917.442607027,4637656.076417052,1377.5791947483335,0.07788204776073854,1,1,217
Ground,Point Cloud,770.4235650336559,-12332916.882296547,4637656.214884584,1377.58885527384,0.07959105821316853,1,1,217
Ground,Point Cloud,770.6463296888396,-12332916.600531219,4637656.40648501,1377.6194469379434,0.0822766460669871,1,1,217
Ground,Point Cloud,771.3140606012239,-12332915.7471848,4637656.187513099,1377.70961184267,0.07788204776073854,1,1,217
Ground,Point Cloud,771.5745408065486,-12332915.415506758,4637656.211664412,1377.7498640322801,0.07592889295796139,1,1,217
Ground,Point Cloud,772.1042969617629,-12332914.739269972,4637656.108618807,1377.8190977984093,0.07446402685587854,1,1,217
Ground,Point Cloud,772.2864078928105,-12332914.509027448,4637656.274457827,1377.8190977984093,0.07373159380483711,1,1,217
Ground,Point Cloud,772.737508239632,-12332913.935836269,4637656.425806062,1377.8593499880192,0.06420996414129854,1,1,217
Ground,Point Cloud,772.9953368106726,-12332913.604158225,4637656.144040734,1377.9189232286421,0.07324330510414283,1,1,217
Ground,Point Cloud,773.4954884460967,-12332912.968173629,4637656.2696275655,1377.9688359437587,0.06689555199511711,1,1,217
Ground,Point Cloud,773.7354324505868,-12332912.662256988,4637656.256746864,1378.018748658875,0.06884870679789426,1,1,217
Ground,Point Cloud,774.3272717097498,-12332911.908736,4637656.319540278,1378.0493403229787,0.06884870679789426,1,1,217
Ground,Point Cloud,774.5980828173997,-12332911.564177256,4637656.369452995,1378.0895925125888,0.06274509803921569,1,1,217
Ground,Point Cloud,775.1583358076459,-12332910.850908456,4637656.43224641,1378.0992530380952,0.06860456244754712,1,1,217
Ground,Point Cloud,777.6596753256454,-12332907.662935039,4637656.39843457,1378.018748658875,0.08130006866559854,1,1,217
Ground,Point Cloud,778.148666112611,-12332907.038221056,4637656.256746864,1377.989767082356,0.07348744945448997,1,1,217
Ground,Point Cloud,778.347844746997,-12332906.78382722,4637656.205224061,1377.9784964692649,0.07837033646143282,1,1,217
Ground,Point Cloud,778.8198794784621,-12332906.183264548,4637656.293778878,1377.9398543672394,0.08715953307392996,1,1,217
Ground,Point Cloud,779.0497158781727,-12332905.890228607,4637656.280898177,1377.9398543672394,0.07470817120622568,1,1,217
Ground,Point Cloud,779.5616712027113,-12332905.239753224,4637656.456397723,1377.8899416521228,0.07788204776073854,1,1,217
Ground,Point Cloud,780.4611225720655,-12332904.093370864,4637656.441906936,1377.8094372729029,0.07275501640344854,1,1,217
Ground,Point Cloud,780.7225312847149,-12332903.760082735,4637656.427416149,1377.7997767473964,0.07568474860761425,1,1,217
Ground,Point Cloud,781.7926601603976,-12332902.39633855,4637656.425806062,1377.738593419189,0.07568474860761425,1,1,217
Ground,Point Cloud,782.6121652297443,-12332901.351391708,4637656.371063082,1377.7595245577863,0.08642710002288853,1,1,217
Ground,Point Cloud,782.9221925937672,-12332900.955310162,4637656.280898177,1377.7691850832928,0.07666132600900283,1,1,217
Unclassified,Point Cloud,783.7712036217345,-12332899.873331307,4637656.277678002,1377.7997767473964,0.0754406042572671,1,1,217
Ground,Point Cloud,785.9946742435204,-12332897.041187244,4637656.400044659,1377.849689462513,0.07910276951247425,1,1,217
Ground,Point Cloud,792.1276458791181,-12332889.22582211,4637656.420975797,1377.66935965306,0.08178835736629282,1,1,217
Ground,Point Cloud,792.7190245909442,-12332888.472301122,4637656.430636324,1377.66935965306,0.08007934691386283,1,1,217
Ground,Point Cloud,2546.5938705211192,-12332684.35827787,4636568.663514739,1375.4087966845602,0.07470817120622568,1,1,216
Ground,Point Cloud,2546.8943547402705,-12332684.741478715,4636568.624872636,1375.4184572100667,0.07397573815518425,1,1,216
Ground,Point Cloud,2547.375319666873,-12332685.35170191,4636568.934009452,1375.379815108041,0.06787212939650568,1,1,216
Ground,Point Cloud,2547.3028468238335,-12332685.263147093,4636568.486405104,1375.3894756335476,0.0690928511482414,1,1,216
Ground,Point Cloud,2547.5337558783467,-12332685.556183033,4636568.626482725,1375.3894756335476,0.07104600595101854,1,1,216
Ground,Point Cloud,2548.014540273416,-12332686.168016316,4636568.718257719,1375.339562918431,0.07617303730830854,1,1,216
Ground,Point Cloud,2548.3362693256095,-12332686.576978562,4636568.834184024,1375.3186317798336,0.0725108720531014,1,1,216
Ground,Point Cloud,2548.895549087243,-12332687.290247362,4636568.758509906,1375.239737488198,0.06933699549858854,1,1,216
Ground,Point Cloud,2549.2065808409643,-12332687.686328908,4636568.7858813945,1375.2687190647173,0.07617303730830854,1,1,216
Ground,Point Cloud,2549.7865919575524,-12332688.425359108,4636568.787491483,1375.1994852985881,0.06640726329442283,1,1,216
Ground,Point Cloud,2550.045795322938,-12332688.757037152,4636568.621652462,1375.1994852985881,0.07055771725032425,1,1,216
Unclassified,Point Cloud,2525.8606930852984,-12332657.941570872,4636568.512166504,1374.7792524390593,0.06836041809719998,1,1,216
Ground,Point Cloud,2550.5366980311046,-12332689.380141046,4636568.905027878,1375.1898247730817,0.07153429465171282,1,1,216
Ground,Point Cloud,2550.7154483981176,-12332689.61038357,4636568.611991936,1375.159233108978,0.07055771725032425,1,1,216
Ground,Point Cloud,2526.100771029807,-12332658.249097602,4636568.320566084,1374.838825679682,0.08032349126420997,1,1,216
Ground,Point Cloud,2526.171809097501,-12332658.336042332,4636568.742409033,1374.809844103163,0.07959105821316853,1,1,216
Ground,Point Cloud,2526.6418761182867,-12332658.936604999,4636568.552418694,1374.9595822485123,0.059327077134355685,1,1,216
Ground,Point Cloud,2551.206331034202,-12332690.235097554,4636568.702156841,1375.1898247730817,0.0673838406958114,1,1,216
Ground,Point Cloud,2526.901849697999,-12332659.268283041,4636568.502505978,1375.019155489135,0.06591897459372854,1,1,216
Ground,Point Cloud,2527.452122353712,-12332659.968671141,4636568.592670885,1375.1093203938617,0.0673838406958114,1,1,216
Ground,Point Cloud,2551.4863513339187,-12332690.592536997,4636568.626482725,1375.2493980137046,0.06713969634546425,1,1,216
Ground,Point Cloud,2552.1490298150857,-12332691.433002716,4636569.088577865,1375.4184572100667,0.0725108720531014,1,1,216
Ground,Point Cloud,2552.067711648353,-12332691.333177285,4636568.640973513,1375.3299023929246,0.06982528419928283,1,1,216
Ground,Point Cloud,2527.7417287428543,-12332660.340601373,4636568.248112141,1375.218806349601,0.06128023193713283,1,1,216
Ground,Point Cloud,2527.812863087336,-12332660.427546103,4636568.684445878,1375.1898247730817,0.07446402685587854,1,1,216
Ground,Point Cloud,2528.3721334724396,-12332661.14242499,4636568.417171338,1375.299310728821,0.06030365453574426,1,1,216
Ground,Point Cloud,2552.4181722810645,-12332691.779171545,4636568.706987103,1375.479640538274,0.0742198825055314,1,1,216
Ground,Point Cloud,2528.6328665709225,-12332661.474103034,4636568.481574842,1375.279989677808,0.06494239719233998,1,1,216
Ground,Point Cloud,2529.084425979472,-12332662.047294214,4636568.7391888555,1375.2590585392109,0.0656748302433814,1,1,216
Ground,Point Cloud,2529.001844194274,-12332661.945858696,4636568.291584509,1375.3299023929246,0.07470817120622568,1,1,216
Ground,Point Cloud,2553.018476162073,-12332692.54396315,4636568.719867803,1375.619718158117,0.06787212939650568,1,1,216
Ground,Point Cloud,2529.323839361099,-12332662.353210855,4636568.637753336,1375.2896502033145,0.07226672770275426,1,1,216
Ground,Point Cloud,2529.865437853714,-12332663.042328341,4636568.753679643,1375.3685444949501,0.06884870679789426,1,1,216
Ground,Point Cloud,2529.783027227255,-12332662.940892823,4636568.331836699,1375.379815108041,0.0639658197909514,1,1,216
Unclassified,Point Cloud,2553.288986578944,-12332692.888521893,4636568.734358592,1375.788777354479,0.06860456244754712,1,1,216
