classification,origin,Distance (m),Easting,Northing,Elevation,intensity,returnNumber,returns,pointSourceID
Ground,Point Cloud,1982.7948514418676,-12332218.78857214,4636820.20749805,1375.0497471532387,0.08032349126420997,1,1,216
Ground,Point Cloud,1984.5766924587078,-12332218.79501249,4636817.92761403,1375.1399120579654,0.1113298237582971,1,1,216
Ground,Point Cloud,1984.9158902117051,-12332218.69518706,4636817.492890383,1375.1785541599909,0.1228046082246128,1,1,216
Ground,Point Cloud,1985.2551415050402,-12332218.605022157,4636817.058166737,1375.1399120579654,0.11035324635690852,1,1,216
Ground,Point Cloud,1985.5767939263023,-12332218.518077426,4636816.645984313,1375.0594076787452,0.10669108110170138,1,1,216
Ground,Point Cloud,1985.8959118267521,-12332218.427912522,4636816.237022065,1374.9982243505378,0.10840009155413138,1,1,216
Ground,Point Cloud,1986.24524766393,-12332218.340967793,4636815.789417718,1374.9177199713179,0.0976577401388571,1,1,216
Ground,Point Cloud,1987.506119277794,-12332218.344187967,4636814.17610996,1374.6890875343329,0.10131990539406424,1,1,216
Unclassified,Point Cloud,1987.1769168335013,-12332218.431132697,4636814.597952907,1374.7695919135529,0.0878919661249714,1,1,216
Ground,Point Cloud,1986.8251535575837,-12332218.534178302,4636815.0487774275,1374.837215592098,0.08838025482566568,1,1,216
Ground,Point Cloud,1986.4657510230318,-12332218.62112303,4636815.509262481,1374.927380496824,0.10669108110170138,1,1,216
Ground,Point Cloud,1986.126571118366,-12332218.724168638,4636815.943986126,1375.0078848760443,0.11181811245899138,1,1,216
Ground,Point Cloud,1985.777235281188,-12332218.811113367,4636816.391590472,1375.0787287297578,0.09863431754024567,1,1,216
Ground,Point Cloud,1987.1969429221936,-12332218.865856346,4636814.57541168,1374.7373901618648,0.11352712291142138,1,1,216
Ground,Point Cloud,1987.5462787598372,-12332218.778911615,4636814.12780733,1374.6568857826448,0.10571450370031281,1,1,216
Ground,Point Cloud,1987.898042035289,-12332218.67586601,4636813.676982807,1374.5989226296062,0.10986495765621423,1,1,216
Ground,Point Cloud,1988.2171777836047,-12332218.58892128,4636813.26802056,1374.569941053087,0.09814602883955138,1,1,216
Ground,Point Cloud,1988.5665136207826,-12332218.50197655,4636812.820416214,1374.5184182503863,0.09961089494163425,1,1,216
Ground,Point Cloud,1988.8881481960416,-12332218.411811646,4636812.408233791,1374.4990971993734,0.10840009155413138,1,1,216
Ground,Point Cloud,1988.8978934208862,-12332218.80789319,4636812.398573268,1374.4990971993734,0.10424963759822996,1,1,216
Ground,Point Cloud,3723.616892327089,-12333899.098516447,4636865.00979517,1404.7784043116274,0.06665140764476997,1,1,216
Ground,Point Cloud,3716.4415429686196,-12333898.786159456,4636855.829075766,1404.6978999324072,0.06713969634546425,1,1,216
Ground,Point Cloud,3714.8206790955737,-12333898.831241908,4636853.755282959,1404.849248165341,0.07373159380483711,1,1,216
Unclassified,Point Cloud,3723.2557749710977,-12333898.99708093,4636864.547700037,1404.8798398294448,0.06958113984893569,1,1,216
Unclassified,Point Cloud,3722.926117290277,-12333898.897255499,4636864.125857091,1404.9394130700675,0.07055771725032425,1,1,216
Unclassified,Point Cloud,3722.5851292214356,-12333898.807090595,4636863.689523355,1405.0392385003004,0.06787212939650568,1,1,216
Ground,Point Cloud,3720.083420619834,-12333898.752347618,4636860.488669239,1405.3886275061154,0.06616311894407569,1,1,216
Ground,Point Cloud,3720.423151812982,-12333898.839292346,4636860.923392884,1405.3499854040897,0.059815365835049976,1,1,216
Ground,Point Cloud,3720.78426917037,-12333898.940727863,4636861.385488017,1405.298462601389,0.0605477988860914,1,1,216
Ground,Point Cloud,3721.115184497554,-12333899.042163383,4636861.808941056,1405.2485498862725,0.059815365835049976,1,1,216
Ground,Point Cloud,3721.4750434360467,-12333899.1435989,4636862.269426106,1405.1986371711562,0.07031357289997711,1,1,216
Ground,Point Cloud,3721.826094220858,-12333899.24342433,4636862.718640542,1405.1084722664295,0.06176852063782712,1,1,216
Ground,Point Cloud,3722.1658246428706,-12333899.331979146,4636863.153364188,1404.9989863106903,0.0639658197909514,1,1,216
Ground,Point Cloud,3720.6255434760824,-12333899.285286605,4636861.182616986,1405.2598204993633,0.06201266498817426,1,1,216
Ground,Point Cloud,3720.274493462406,-12333899.18385109,4636860.733402551,1405.3193937399863,0.0708018616006714,1,1,216
Ground,Point Cloud,3719.9347630403936,-12333899.095296271,4636860.298678902,1405.3387147909991,0.07446402685587854,1,1,216
Unclassified,Point Cloud,3719.2339206589386,-12333898.894035324,4636859.401860119,1405.5898884541657,0.08349736781872281,1,1,216
Unclassified,Point Cloud,3718.91306650592,-12333898.805480506,4636858.991287783,1405.5496362645558,0.0754406042572671,1,1,216
Ground,Point Cloud,3716.742261663545,-12333898.876324361,4636856.213886698,1404.7784043116274,0.06762798504615854,1,1,216
Ground,Point Cloud,3717.051790826954,-12333898.96326909,4636856.609968244,1404.849248165341,0.0656748302433814,1,1,216
Ground,Point Cloud,3717.6721060285345,-12333899.140378725,4636857.403741425,1404.989325785184,0.061524376287479976,1,1,216
Ground,Point Cloud,3717.982892839238,-12333899.228933543,4636857.801433059,1405.0392385003004,0.06713969634546425,1,1,216
Ground,Point Cloud,3718.3138143355027,-12333899.31748836,4636858.224886092,1405.1084722664295,0.06616311894407569,1,1,216
Ground,Point Cloud,3716.481567871757,-12333899.296557222,4636855.88059857,1404.6190056407718,0.0720225833524071,1,1,216
Ground,Point Cloud,3716.141843618825,-12333899.195121704,4636855.44587492,1404.6190056407718,0.08691538872358281,1,1,216
Ground,Point Cloud,3715.8323144558817,-12333899.108176973,4636855.049793376,1404.5884139766679,0.08960097657740139,1,1,216
Ground,Point Cloud,3715.511454132851,-12333899.032502856,4636854.639221043,1404.6093451152651,0.07666132600900283,1,1,216
Ground,Point Cloud,3712.118877417408,-12333898.786159456,4636850.2984249145,1405.419219170219,0.07104600595101854,1,1,216
Ground,Point Cloud,3712.4397254013456,-12333898.887594974,4636850.708997251,1405.3499854040897,0.07129015030136568,1,1,216
Ground,Point Cloud,3712.779455822427,-12333898.97614979,4636851.143720898,1405.26948102487,0.07104600595101854,1,1,216
Ground,Point Cloud,3713.100310748443,-12333899.063094521,4636851.554293231,1405.209907784247,0.06860456244754712,1,1,216
Ground,Point Cloud,3713.4299676567316,-12333899.164530039,4636851.976136177,1405.1793161201435,0.0788586251621271,1,1,216
Ground,Point Cloud,3713.7709564971738,-12333899.253084857,4636852.412469914,1405.1487244560396,0.07519645990691996,1,1,216
Ground,Point Cloud,3712.6798696010374,-12333899.333589235,4636851.016523976,1405.3387147909991,0.07666132600900283,1,1,216
Ground,Point Cloud,3712.330078005325,-12333899.232153717,4636850.568919628,1405.4095586447127,0.07324330510414283,1,1,216
Ground,Point Cloud,3711.669499600306,-12333899.042163383,4636849.723623647,1405.5093840749457,0.07592889295796139,1,1,216
Ground,Point Cloud,3711.328509988729,-12333898.955218652,4636849.287289914,1405.5995489796721,0.0776379034103914,1,1,216
Ground,Point Cloud,3710.9988538511097,-12333898.852173047,4636848.865446966,1405.6687827458013,0.07617303730830854,1,1,216
Ground,Point Cloud,3710.6679315832444,-12333898.765228316,4636848.441993931,1405.6897138843985,0.08056763561455711,1,1,216
Ground,Point Cloud,3708.8570535457693,-12333898.795819983,4636846.125077896,1405.7186954609178,0.06298924238956283,1,1,216
Ground,Point Cloud,3709.187968872022,-12333898.897255499,4636846.5485309325,1405.6897138843985,0.06323338673990997,1,1,216
Ground,Point Cloud,3709.838486875873,-12333899.072755046,4636847.380946212,1405.6494616947884,0.06079194323643854,1,1,216
Ground,Point Cloud,3710.1681437846273,-12333899.174190564,4636847.802789161,1405.6398011692822,0.0720225833524071,1,1,216
Ground,Point Cloud,3710.4789305948652,-12333899.26274538,4636848.200480794,1405.5995489796721,0.07226672770275426,1,1,216
Ground,Point Cloud,3709.438181187492,-12333899.341639673,4636846.8689383585,1405.659122220295,0.06518654154268712,1,1,216
Ground,Point Cloud,3709.1185916210525,-12333899.240204155,4636846.459976113,1405.6897138843985,0.07592889295796139,1,1,216
Ground,Point Cloud,3708.807804040611,-12333899.153259424,4636846.062284482,1405.7090349354114,0.06860456244754712,1,1,216
Ground,Point Cloud,3708.486950658262,-12333899.063094521,4636845.651712147,1405.7299660740086,0.06420996414129854,1,1,216
Ground,Point Cloud,3708.1472194646485,-12333898.97614979,4636845.216988497,1405.7492871250215,0.0639658197909514,1,1,216
Ground,Point Cloud,3707.8163041374646,-12333898.874714274,4636844.793535461,1405.779878789125,0.07348744945448997,1,1,216
Ground,Point Cloud,3707.486641059164,-12333898.786159456,4636844.371692517,1405.7991998401378,0.06250095368886854,1,1,216
Ground,Point Cloud,3705.5247582695447,-12333898.805480506,4636841.861565971,1405.9698691240844,0.07373159380483711,1,1,216
Ground,Point Cloud,3705.8858763976023,-12333898.905305937,4636842.323661111,1405.9296169344743,0.0673838406958114,1,1,216
Ground,Point Cloud,3706.255796510726,-12333899.019622156,4636842.797026859,1405.8990252703707,0.0874036774242771,1,1,216
Ground,Point Cloud,3706.6357901366428,-12333899.121057674,4636843.2832733095,1405.8491125552544,0.06982528419928283,1,1,216
Ground,Point Cloud,3707.376895720605,-12333899.335199323,4636844.231614895,1405.7895393146314,0.06494239719233998,1,1,216
Ground,Point Cloud,3705.77621666342,-12333899.275626082,4636842.183583491,1405.9296169344743,0.0788586251621271,1,1,216
Ground,Point Cloud,3705.4453013357706,-12333899.174190564,4636841.760130458,1405.9698691240844,0.07983520256351567,1,1,216
Ground,Point Cloud,3705.1055701430887,-12333899.087245833,4636841.325406806,1406.019781839201,0.07690547035934997,1,1,216
Ground,Point Cloud,3704.7545201294124,-12333898.985810317,4636840.8761923695,1406.04876341572,0.07519645990691996,1,1,216
Ground,Point Cloud,3704.104009067174,-12333898.795819983,4636840.043777089,1406.1099467439274,0.0959487296864271,1,1,216
Ground,Point Cloud,3701.5129288854077,-12333898.79098972,4636836.728606753,1406.269345414783,0.0925307087815671,1,1,216
Ground,Point Cloud,3701.8425919637084,-12333898.879544536,4636837.1504497,1406.248414276186,0.0925307087815671,1,1,216
Ground,Point Cloud,3702.153379545547,-12333898.966489267,4636837.548141333,1406.2194326996666,0.09033340962844282,1,1,216
Ground,Point Cloud,3702.4830356831662,-12333899.069534872,4636837.96998428,1406.1791805100565,0.0754406042572671,1,1,216
Ground,Point Cloud,3702.8139579514973,-12333899.1564796,4636838.393437316,1406.148588845953,0.0776379034103914,1,1,216
Ground,Point Cloud,3703.133553686086,-12333899.245034419,4636838.802399561,1406.1292677949402,0.07226672770275426,1,1,216
Unclassified,Point Cloud,3703.474536356982,-12333899.346469937,4636839.238733299,1406.1389283204467,0.0874036774242771,1,1,216
Unclassified,Point Cloud,3719.5824538376182,-12333898.995470842,4636859.847854379,1405.4482007467384,0.07714961470969711,1,1,216
Ground,Point Cloud,3717.3525095218793,-12333899.053433996,4636856.994779177,1404.9265323693921,0.06347753109025711,1,1,216
Ground,Point Cloud,3715.1578934523277,-12333898.918186639,4636854.186786433,1404.7462025599393,0.07299916075379569,1,1,216
Ground,Point Cloud,3701.2320872964337,-12333899.238594068,4636836.369557222,1406.269345414783,0.07690547035934997,1,1,216
Ground,Point Cloud,3700.9225596762262,-12333899.148429163,4636835.973475677,1406.269345414783,0.07837033646143282,1,1,216
Ground,Point Cloud,3700.5828346516937,-12333899.048603732,4636835.538752028,1406.269345414783,0.08618295567254139,1,1,216
Ground,Point Cloud,3700.2317846380174,-12333898.947168216,4636835.089537591,1406.2790059402896,0.07910276951247425,1,1,216
Ground,Point Cloud,3699.9209978277795,-12333898.858613398,4636834.691845959,1406.2886664657958,0.0908216983291371,1,1,216
Ground,Point Cloud,3699.6215306101367,-12333898.782939281,4636834.308645115,1406.3095976043933,0.08007934691386283,1,1,216
Ground,Point Cloud,3697.23052114062,-12333898.815141033,4636831.249478703,1406.369170845016,0.0776379034103914,1,1,216
Ground,Point Cloud,3697.5601780493744,-12333898.91657655,4636831.67132165,1406.3498497940031,0.08056763561455711,1,1,216
Ground,Point Cloud,3697.8697064416483,-12333899.005131368,4636832.067403198,1406.3385791809126,0.07519645990691996,1,1,216
Ground,Point Cloud,3698.190561365802,-12333899.092076097,4636832.4779755315,1406.328918655406,0.07690547035934997,1,1,216
Ground,Point Cloud,3698.5403529624455,-12333899.193511615,4636832.9255798785,1406.3095976043933,0.07446402685587854,1,1,216
Ground,Point Cloud,3698.87127445871,-12333899.28206643,4636833.349032913,1406.2886664657958,0.07690547035934997,1,1,216
Ground,Point Cloud,3711.996639672667,-12333899.1435989,4636850.14224642,1405.4482007467384,0.06787212939650568,1,1,216
Ground,Point Cloud,3709.51511357259,-12333898.989030492,4636846.967153701,1405.667172658217,0.0708018616006714,1,1,216
Ground,Point Cloud,3706.9931299258024,-12333899.227323454,4636843.740538183,1405.815300715982,0.07031357289997711,1,1,216
Ground,Point Cloud,3704.4210810251534,-12333898.898865588,4636840.449519158,1406.0857954301614,0.07959105821316853,1,1,216
Ground,Point Cloud,3701.561748832464,-12333899.330369059,4636836.791400168,1406.2790059402896,0.07861448081177996,1,1,216
Ground,Point Cloud,3696.6289048315957,-12333899.008351544,4636830.479856839,1406.3562901443408,0.08130006866559854,1,1,216
Ground,Point Cloud,3694.056615316309,-12333899.182241002,4636827.188837816,1406.2661252396142,0.07812619211108568,1,1,216
Ground,Point Cloud,3691.61530614784,-12333899.137158548,4636824.065267901,1405.944107722734,0.06665140764476997,1,1,216
Ground,Point Cloud,3688.8922440116294,-12333898.815141033,4636820.581038371,1405.2936323386357,0.07275501640344854,1,1,216
Ground,Point Cloud,3686.103395561222,-12333899.220883105,4636817.013084283,1405.7573375629436,0.08081177996490425,1,1,216
Ground,Point Cloud,3683.8382402225398,-12333899.227323454,4636814.11492663,1405.8539428180075,0.08325322346837567,1,1,216
Ground,Point Cloud,3697.5813999478705,-12333899.274015993,4636831.698693138,1406.3385791809126,0.08422980086976425,1,1,216
Ground,Point Cloud,3697.2907416550443,-12333899.198341878,4636831.326762908,1406.3498497940031,0.0754406042572671,1,1,216
Ground,Point Cloud,3696.969893671572,-12333899.09690636,4636830.916190574,1406.3498497940031,0.07348744945448997,1,1,216
Ground,Point Cloud,3696.3093090965413,-12333898.919796728,4636830.070894592,1406.369170845016,0.0742198825055314,1,1,216
Ground,Point Cloud,3695.9783937693574,-12333898.818361208,4636829.647441558,1406.3595103195096,0.07983520256351567,1,1,216
Ground,Point Cloud,3694.1184675097466,-12333898.786159456,4636827.267732109,1406.2886664657958,0.07104600595101854,1,1,216
Ground,Point Cloud,3694.42799667269,-12333898.873104187,4636827.6638136525,1406.2999370788868,0.07617303730830854,1,1,216
Ground,Point Cloud,3694.777788268402,-12333898.974539703,4636828.111418003,1406.2886664657958,0.07519645990691996,1,1,216
Ground,Point Cloud,3695.1187709383667,-12333899.07597522,4636828.547751738,1406.3192581298997,0.08081177996490425,1,1,216
Ground,Point Cloud,3695.4396250918508,-12333899.164530039,4636828.958324072,1406.328918655406,0.07714961470969711,1,1,216
Ground,Point Cloud,3695.760479245335,-12333899.253084857,4636829.368896406,1406.3498497940031,0.09057755397878996,1,1,216
Ground,Point Cloud,3696.070008408744,-12333899.340029584,4636829.7649779515,1406.328918655406,0.07617303730830854,1,1,216
Ground,Point Cloud,3694.689515468199,-12333899.35774055,4636827.998711871,1406.2790059402896,0.07006942854962997,1,1,216
Ground,Point Cloud,3694.3686674847268,-12333899.256305031,4636827.588139536,1406.2790059402896,0.0788586251621271,1,1,216
Ground,Point Cloud,3693.7584134563804,-12333899.092076097,4636826.807247055,1406.229093225173,0.0754406042572671,1,1,216
Ground,Point Cloud,3693.4375585326925,-12333899.005131368,4636826.396674726,1406.1985015610694,0.08081177996490425,1,1,216
Ground,Point Cloud,3693.128030139953,-12333898.91657655,4636826.00059318,1406.1598594590437,0.06982528419928283,1,1,216
Ground,Point Cloud,3692.7971148132347,-12333898.815141033,4636825.577140145,1406.1389283204467,0.0673838406958114,1,1,216
Ground,Point Cloud,3690.375933391042,-12333898.78454937,4636822.479331632,1405.659122220295,0.07568474860761425,1,1,216
Ground,Point Cloud,3690.705597240478,-12333898.871494098,4636822.901174581,1405.7492871250215,0.07959105821316853,1,1,216
Ground,Point Cloud,3691.0264452244155,-12333898.972929616,4636823.311746913,1405.8088603656443,0.07470817120622568,1,1,216
Ground,Point Cloud,3691.317103516776,-12333899.048603732,4636823.683677144,1405.8893647448645,0.0776379034103914,1,1,216
Ground,Point Cloud,3691.9273513760418,-12333899.225713367,4636824.464569622,1406.00851122611,0.0742198825055314,1,1,216
Ground,Point Cloud,3692.2368797673844,-12333899.314268183,4636824.86065117,1406.04876341572,0.06836041809719998,1,1,216
Ground,Point Cloud,3690.816105886828,-12333899.35613046,4636823.042862286,1405.758947650528,0.0725108720531014,1,1,216
Ground,Point Cloud,3690.4864489771426,-12333899.254694942,4636822.62101934,1405.7186954609178,0.0720225833524071,1,1,216
Ground,Point Cloud,3690.1769205848686,-12333899.166140126,4636822.224937792,1405.6285305561914,0.07519645990691996,1,1,216
Ground,Point Cloud,3689.8560664313845,-12333899.07758531,4636821.814365457,1405.4691318853356,0.07568474860761425,1,1,216
Ground,Point Cloud,3689.5452726813965,-12333899.00352128,4636821.416673825,1405.3499854040897,0.0720225833524071,1,1,216
Ground,Point Cloud,3689.215615771711,-12333898.902085762,4636820.99483088,1405.2888020758828,0.0742198825055314,1,1,216
Ground,Point Cloud,3686.313761891797,-12333898.781329192,4636817.281968909,1405.758947650528,0.08056763561455711,1,1,216
Ground,Point Cloud,3686.633356855251,-12333898.871494098,4636817.690931155,1405.6687827458013,0.07837033646143282,1,1,216
Ground,Point Cloud,3686.9542117794044,-12333898.958438829,4636818.101503489,1405.618870030685,0.07934691386282139,1,1,216
Ground,Point Cloud,3687.2851271065883,-12333899.059874345,4636818.5249565225,1405.5496362645558,0.0844739452201114,1,1,216
Ground,Point Cloud,3687.604722842574,-12333899.148429163,4636818.933918769,1405.499723549439,0.0720225833524071,1,1,216
Ground,Point Cloud,3687.934379751794,-12333899.24986468,4636819.355761719,1405.3596459295964,0.07177843900205996,1,1,216
Ground,Point Cloud,3688.2854359350167,-12333899.338419497,4636819.804976153,1405.2791415503762,0.07837033646143282,1,1,216
Ground,Point Cloud,3686.434319371823,-12333899.304607658,4636817.436537318,1405.7186954609178,0.08081177996490425,1,1,216
Ground,Point Cloud,3685.7536062793806,-12333899.114617324,4636816.565479935,1405.779878789125,0.08081177996490425,1,1,216
Ground,Point Cloud,3685.4226847826503,-12333899.026062505,4636816.142026899,1405.7991998401378,0.08007934691386283,1,1,216
Ground,Point Cloud,3685.101829858497,-12333898.939117778,4636815.731454564,1405.8185208911507,0.07153429465171282,1,1,216
Ground,Point Cloud,3684.782234122511,-12333898.850562958,4636815.322492316,1405.839452029748,0.0776379034103914,1,1,216
Ground,Point Cloud,3682.7611817838624,-12333898.919796728,4636812.736691658,1405.8893647448645,0.09350728618295567,1,1,216
Ground,Point Cloud,3683.1009060363285,-12333899.021232244,4636813.171415307,1405.8893647448645,0.08471808957045854,1,1,216
Ground,Point Cloud,3683.4620241653174,-12333899.121057674,4636813.633510441,1405.879704219358,0.07788204776073854,1,1,216
Ground,Point Cloud,3684.203135147691,-12333899.323928708,4636814.58185203,1405.839452029748,0.07690547035934997,1,1,216
Ground,Point Cloud,3682.6313935322687,-12333899.277236171,4636812.570852639,1405.8684336062672,0.07153429465171282,1,1,216
Ground,Point Cloud,3764.0701767434366,-12333898.718535779,4636916.767670661,1406.7990642300513,0.07690547035934997,1,1,216
Ground,Point Cloud,3764.42123369826,-12333898.805480506,4636917.216885096,1406.7797431790384,0.07690547035934997,1,1,216
Ground,Point Cloud,3764.7609579502605,-12333898.906916026,4636917.651608744,1406.7491515149347,0.07519645990691996,1,1,216
Ground,Point Cloud,3764.582121476531,-12333899.201562053,4636917.42297631,1406.7894037045448,0.06811627374685282,1,1,216
Ground,Point Cloud,3764.251206149347,-12333899.100126535,4636916.999523274,1406.8087247555577,0.0742198825055314,1,1,216
Ground,Point Cloud,3763.9114757273346,-12333899.011571718,4636916.564799628,1406.829655894155,0.0708018616006714,1,1,216
Ground,Point Cloud,3763.220701461192,-12333898.80870068,4636915.680861541,1406.869908083765,0.07568474860761425,1,1,216
Ground,Point Cloud,3762.90991465142,-12333898.720145864,4636915.283169909,1406.8892291347777,0.07275501640344854,1,1,216
Ground,Point Cloud,3760.508831669111,-12333898.765228316,4636912.211122798,1406.9488023754006,0.0725108720531014,1,1,216
Ground,Point Cloud,3760.8397469953634,-12333898.866663836,4636912.6345758345,1406.939141849894,0.07470817120622568,1,1,216
Ground,Point Cloud,3761.159342731815,-12333898.955218652,4636913.04353808,1406.9294813243878,0.07714961470969711,1,1,216
Ground,Point Cloud,3761.5103935161605,-12333899.055044083,4636913.492752516,1406.9198207988813,0.0925307087815671,1,1,216
Ground,Point Cloud,3761.8400558237918,-12333899.145208986,4636913.914595462,1406.898889660284,0.08642710002288853,1,1,216
Ground,Point Cloud,3762.1508434042335,-12333899.232153717,4636914.312287095,1406.8892291347777,0.07690547035934997,1,1,216
Ground,Point Cloud,3760.7200021794997,-12333899.274015993,4636912.481617512,1406.939141849894,0.08398565651941711,1,1,216
Ground,Point Cloud,3760.3890799116343,-12333899.187071266,4636912.058164477,1406.939141849894,0.0878919661249714,1,1,216
Ground,Point Cloud,3760.0782931023277,-12333899.098516447,4636911.660472846,1406.939141849894,0.0720225833524071,1,1,216
Ground,Point Cloud,3759.7385688503273,-12333898.99708093,4636911.225749196,1406.9584629009069,0.08398565651941711,1,1,216
Ground,Point Cloud,3759.4089057710953,-12333898.908526111,4636910.803906247,1406.9488023754006,0.0754406042572671,1,1,216
Ground,Point Cloud,3759.067923100665,-12333898.807090595,4636910.3675725125,1406.9488023754006,0.07275501640344854,1,1,216
Ground,Point Cloud,3758.757135519292,-12333898.720145864,4636909.969880881,1406.9488023754006,0.07617303730830854,1,1,216
Unclassified,Point Cloud,3756.3258566772565,-12333898.752347618,4636906.859191668,1406.9584629009069,0.0754406042572671,1,1,216
Ground,Point Cloud,3756.666840118356,-12333898.852173047,4636907.295525404,1406.9085501857905,0.08056763561455711,1,1,216
Ground,Point Cloud,3756.9977616150863,-12333898.940727863,4636907.718978435,1406.898889660284,0.0742198825055314,1,1,216
Ground,Point Cloud,3757.317357351072,-12333899.029282682,4636908.127940685,1406.9198207988813,0.07714961470969711,1,1,216
Ground,Point Cloud,3757.6281441603787,-12333899.117837498,4636908.525632317,1406.9294813243878,0.07690547035934997,1,1,216
Ground,Point Cloud,3757.9578010700643,-12333899.219273016,4636908.947475265,1406.9294813243878,0.08349736781872281,1,1,216
Ground,Point Cloud,3758.2673294609413,-12333899.307827834,4636909.343556808,1406.939141849894,0.08081177996490425,1,1,216
Ground,Point Cloud,3756.7773911799304,-12333899.248254593,4636907.43721311,1406.9198207988813,0.07299916075379569,1,1,216
Ground,Point Cloud,3756.4364085095003,-12333899.146819076,4636907.0008793725,1406.9085501857905,0.0776379034103914,1,1,216
Ground,Point Cloud,3756.1054870132357,-12333899.05826426,4636906.577426341,1406.8795686092712,0.07788204776073854,1,1,216
Ground,Point Cloud,3755.4562343689613,-12333898.868273923,4636905.746621146,1406.8489769451676,0.08642710002288853,1,1,216
Ground,Point Cloud,3755.105177414138,-12333898.781329192,4636905.297406709,1406.8393164196611,0.0810559243152514,1,1,216
Ground,Point Cloud,3752.884085211903,-12333898.749127442,4636902.455602123,1406.6992387998184,0.07861448081177996,1,1,216
Ground,Point Cloud,3753.2439441508614,-12333898.850562958,4636902.916087175,1406.7394909894283,0.06933699549858854,1,1,216
Ground,Point Cloud,3753.6138650351204,-12333898.96326909,4636903.389452924,1406.7491515149347,0.0754406042572671,1,1,216
Ground,Point Cloud,3753.9850497357547,-12333899.064704608,4636903.864428763,1406.7684725659476,0.08081177996490425,1,1,216
Ground,Point Cloud,3754.336099749431,-12333899.166140126,4636904.3136431975,1406.7797431790384,0.07519645990691996,1,1,216
Ground,Point Cloud,3754.695958687924,-12333899.267575644,4636904.774128245,1406.8087247555577,0.08007934691386283,1,1,216
Ground,Point Cloud,3753.0651084487326,-12333899.1435989,4636902.687454735,1406.7185598508313,0.07348744945448997,1,1,216
Ground,Point Cloud,3752.714058434125,-12333899.042163383,4636902.238240299,1406.6895782743118,0.0788586251621271,1,1,216
Ground,Point Cloud,3752.3642660672776,-12333898.942337953,4636901.790635951,1406.6589866102083,0.08130006866559854,1,1,216
Ground,Point Cloud,3752.01321065519,-12333898.852173047,4636901.341421515,1406.6396655591955,0.0878919661249714,1,1,216
Ground,Point Cloud,3751.673485631589,-12333898.752347618,4636900.9066978665,1406.6187344205982,0.0742198825055314,1,1,216
Ground,Point Cloud,3749.3919893689454,-12333898.720145864,4636897.987609074,1406.4496752242362,0.08130006866559854,1,1,216
Ground,Point Cloud,3749.711578934919,-12333898.821581382,4636898.396571323,1406.4593357497424,0.08325322346837567,1,1,216
Ground,Point Cloud,3750.0324330879375,-12333898.9101362,4636898.807143659,1406.4995879393528,0.08618295567254139,1,1,216
Ground,Point Cloud,3750.3432206693105,-12333898.99708093,4636899.204835293,1406.5784822309881,0.0891126878767071,1,1,216
Unclassified,Point Cloud,3750.9836705573834,-12333899.174190564,4636900.024369873,1406.6992387998184,0.07788204776073854,1,1,216
Ground,Point Cloud,3751.293198950123,-12333899.26274538,4636900.420451419,1406.649326084702,0.07837033646143282,1,1,216
Ground,Point Cloud,3750.142991090659,-12333899.291726958,4636898.948831365,1406.5688217054817,0.07324330510414283,1,1,216
Ground,Point Cloud,3749.813334181439,-12333899.19029144,4636898.52698842,1406.4995879393528,0.08960097657740139,1,1,216
Ground,Point Cloud,3749.502541201655,-12333899.114617324,4636898.129296784,1406.4593357497424,0.08154421301594568,1,1,216
Ground,Point Cloud,3749.1816932186484,-12333899.013181806,4636897.718724451,1406.4384046111452,0.07519645990691996,1,1,216
Ground,Point Cloud,3748.831894681789,-12333898.926237077,4636897.271120104,1406.4190835601325,0.07910276951247425,1,1,216
Ground,Point Cloud,3748.490912010893,-12333898.824801559,4636896.834786366,1406.3884918960289,0.08178835736629282,1,1,216
Ground,Point Cloud,3748.1813836195506,-12333898.73624674,4636896.43870482,1406.369170845016,0.07495231555657282,1,1,216
Ground,Point Cloud,3745.8797341617756,-12333898.742687091,4636893.493854631,1406.2097721741602,0.08007934691386283,1,1,216
Ground,Point Cloud,3746.190520971548,-12333898.831241908,4636893.891546264,1406.2387537506795,0.07861448081177996,1,1,216
Ground,Point Cloud,3746.530245995149,-12333898.93106734,4636894.326269911,1406.2596848892767,0.07519645990691996,1,1,216
Ground,Point Cloud,3746.881301406771,-12333899.021232244,4636894.775484344,1406.2790059402896,0.0874036774242771,1,1,216
Ground,Point Cloud,3747.2008917443454,-12333899.121057674,4636895.184446594,1406.2886664657958,0.0844739452201114,1,1,216
Ground,Point Cloud,3747.5204874789342,-12333899.20961249,4636895.593408838,1406.328918655406,0.08398565651941711,1,1,216
Ground,Point Cloud,3747.8312804587185,-12333899.285286605,4636895.991100473,1406.3595103195096,0.0673838406958114,1,1,216
Ground,Point Cloud,3746.2708337567747,-12333899.30299757,4636893.994591868,1406.248414276186,0.0754406042572671,1,1,216
Ground,Point Cloud,3745.9311095043086,-12333899.201562053,4636893.559868221,1406.229093225173,0.08154421301594568,1,1,216
Ground,Point Cloud,3745.2894011973403,-12333899.02445242,4636892.738723551,1406.1695199845503,0.0742198825055314,1,1,216
Ground,Point Cloud,3744.969804691151,-12333898.937507689,4636892.329761307,1406.1389283204467,0.0720225833524071,1,1,216
Ground,Point Cloud,3744.669085995294,-12333898.847342784,4636891.944950375,1406.1099467439274,0.07006942854962997,1,1,216
