x,y,z
1200.0,200.0,8.0
1199.410000000149,201.24000000022352,9.230000000000018
1199.4900000002235,202.8800000008196,9.179999999999836
1200.4500000011176,203.6800000006333,9.149999999999864
1200.2700000014156,204.55000000074503,9.1099999999999
1200.0800000000745,205.44000000040975,9.059999999999944
1200.390000000596,206.7600000007078,8.980000000000018
1201.280000001192,207.2600000007078,8.929999999999836
1201.1100000012666,208.0900000007823,8.909999999999854
1201.2900000009686,209.0900000007823,8.939999999999827
1201.6100000012666,209.75,9.039999999999964
1201.9000000003723,210.5800000000745,9.079999999999927
1202.339999999851,211.49000000022352,9.079999999999927
1202.7900000009686,211.98000000044703,9.089999999999918
1203.1699999999255,212.73000000044703,9.079999999999927
1202.9900000002235,213.6000000005588,8.990000000000009
1202.910000000149,214.0100000007078,8.970000000000027
1203.190000001341,214.8500000005588,8.899999999999864
1202.6300000008196,215.31000000052157,8.919999999999845
1202.910000000149,216.15000000037253,8.929999999999836
1202.820000000298,216.570000000298,8.939999999999827
1203.160000000149,217.48000000044703,8.950000000000045
1203.910000000149,217.79000000003725,8.960000000000036
1204.190000001341,218.86000000033528,8.990000000000009
1205.3100000005215,219.2600000007078,9.0
1205.8100000005215,219.36000000033528,9.009999999999993
1206.6300000008196,220.29000000003725,9.039999999999964
1207.5099999997765,220.12000000011176,9.049999999999956
1207.7599999997765,221.44000000040975,9.099999999999907
1208.7900000009686,222.2700000004843,9.189999999999827
1209.7000000011176,222.79000000003725,9.230000000000018
1210.550000000745,222.86000000033528,9.210000000000036
1211.0,223.20000000018624,9.200000000000044
1210.910000000149,223.64000000059605,9.189999999999827
1211.3800000008196,224.0800000000745,9.169999999999844
1211.780000001192,225.0,9.149999999999864
1211.5,226.320000000298,9.139999999999873
1211.9000000003723,226.8500000005588,9.059999999999944
1212.1300000008196,228.25,8.990000000000009
1212.870000001043,228.8300000000745,9.019999999999982
1211.75,230.0100000007078,9.029999999999973
1212.0200000014156,230.81000000052157,9.049999999999956
1211.390000000596,231.75,9.069999999999936
1210.7000000011176,232.4300000006333,9.079999999999927
1210.60000000149,232.89000000059605,9.089999999999918
1210.410000000149,233.7800000002608,9.1099999999999
1209.75,234.5100000007078,9.159999999999854
1208.5099999997765,234.86000000033528,9.210000000000036
1208.2400000002235,236.14000000059605,9.269999999999982
1207.5400000009686,236.98000000044703,9.309999999999944
1207.870000001043,237.8300000000745,9.349999999999907
1207.780000001192,238.25,9.429999999999836
1208.730000000447,239.30000000074503,9.470000000000027
1208.440000001341,240.62000000011176,9.539999999999964
1208.35000000149,241.0100000007078,9.539999999999964
1209.2599999997765,241.65000000037253,9.539999999999964
1210.4300000015646,242.1700000008568,9.61999999999989
1211.339999999851,243.31000000052157,9.559999999999944
1212.2400000002235,244.3300000000745,9.429999999999836
1212.589999999851,245.05000000074503,9.379999999999882
1212.390000000596,245.96000000089407,9.389999999999873
1212.6100000012666,247.0100000007078,9.419999999999844
1213.339999999851,247.69000000040975,9.429999999999836
1213.1500000003723,248.570000000298,9.480000000000018
1213.480000000447,249.54000000003725,9.529999999999973
1213.8100000005215,250.62000000011176,9.6099999999999
1214.25,251.3400000007823,9.639999999999873
1215.070000000298,252.4200000008568,9.689999999999827
1213.7700000014156,253.570000000298,9.829999999999927
1215.0400000009686,254.54000000003725,9.819999999999936
1215.190000001341,255.7700000004843,9.919999999999844
1216.10000000149,256.2400000002235,9.909999999999854
1217.480000000447,257.73000000044703,9.960000000000036
1218.6500000003723,258.40000000037253,10.0
1218.800000000745,259.9400000004098,10.009999999999993
1219.2599999997765,260.6800000006333,10.0
1220.1500000003723,262.0100000007078,9.929999999999836
1221.2900000009686,263.1300000008196,9.8599999999999
1221.280000001192,265.1300000008196,9.779999999999973
1223.2700000014156,266.21000000089407,9.720000000000027
1222.570000000298,267.070000000298,9.679999999999836
1223.230000000447,268.80000000074506,9.629999999999882
1222.7700000014156,270.9300000006333,9.589999999999918
1225.030000001192,271.9300000006333,9.470000000000027
1225.589999999851,274.31000000052154,9.61999999999989
1225.300000000745,275.6700000008568,9.789999999999964
1226.730000000447,277.4200000008568,9.740000000000007
1227.2000000011176,277.8300000000745,9.679999999999836
1227.35000000149,279.95000000018626,9.579999999999927
1227.070000000298,281.29000000003725,9.559999999999944
1226.890000000596,282.12000000011176,9.409999999999854
1227.710000000894,283.5900000007823,9.230000000000018
1228.0400000009686,286.5100000007078,8.950000000000045
1228.0,288.6700000008568,8.889999999999873
1230.1800000015646,288.9200000008568,8.899999999999864
1230.480000000447,289.8300000000745,8.879999999999882
1231.5200000014156,291.2600000007078,8.86999999999989
1233.5099999997765,292.48000000044703,8.899999999999864
1231.8800000008196,294.3500000005588,8.779999999999973
1230.1699999999255,295.3600000003353,8.730000000000018
1230.320000000298,296.8500000005588,8.710000000000036
1230.960000000894,298.64000000059605,8.659999999999854
1230.0099999997765,300.5100000007078,8.6099999999999
1229.9500000011176,303.39000000059605,8.529999999999973
1227.460000000894,306.1800000006333,8.450000000000045
1226.710000000894,307.5300000002608,8.399999999999864
1223.800000000745,308.410000000149,8.349999999999909
1223.440000001341,310.14000000059605,8.309999999999945
1222.2700000014156,311.5,8.259999999999991
1221.640000000596,312.04000000003725,8.25
1220.839999999851,313.40000000037253,8.210000000000036
1221.5400000009686,314.98000000044703,8.200000000000045
1222.0800000000745,316.55000000074506,8.139999999999873
1219.730000000447,318.6300000008196,8.069999999999936
1217.5600000005215,320.410000000149,8.009999999999991
1216.5800000000745,321.320000000298,7.970000000000027
1216.390000000596,324.1100000003353,7.889999999999873
1216.25,326.55000000074506,7.819999999999936
1216.390000000596,328.6800000006333,7.819999999999936
1214.3300000000745,329.7200000006705,7.740000000000009
1212.2599999997765,331.7600000007078,7.669999999999845
1210.6100000012666,332.320000000298,7.679999999999836
1210.1500000003723,332.4300000006333,7.669999999999845
1208.2000000011176,331.62000000011176,7.669999999999845
1206.570000000298,332.320000000298,7.639999999999873
1205.140000000596,332.4400000004098,7.599999999999909
